id_producao,id_produto,data_producao,linha_producao,volume_entrada_litros,volume_saida,custo_total,lote,validade
2295,18,2024-06-27,linha b,1777.62,1509.54,16997.16,L02295,2025-02-09
2296,16,2024-11-05,Linha C,3389.68,2537.18,29510.84,L02296,2024-07-25
2297,29,2023-09-03,Linha C,8374.93,6599.46,25036.46,L02297,2025-02-04
2298,29,2024-01-24,LINHA B,8336.3,6867.61,36809.79,L02298,2024-06-07
2299,7,2024-08-21,Linha C,5935.0,4867.75,1002.04,L02299,2025-04-25
2300,2,2024-09-08,Linha B,537.37,456.37,40883.83,L02300,2024-11-11
2301,18,2023-01-18,Linha B,3098.63,2665.02,13204.05,L02301,2024-10-12
2302,2,2023-11-20,Linha B,9750.53,8194.63,42632.35,L02302,09/03/2025
2303,12,2024-12-20,Linha A,4064.35,3493.97,,L02303,2025-02-07
2304,5,2023-11-24,Linha A,8907.35,8476.49,10548.79,L02304,2025-03-25
2305,14,2024-04-07,Linha A,8253.62,8076.9,47632.52,L02305,2025-01-05
2306,11,2024-01-03,Linha B,4088.41,3302.08,,L02306,2024-08-03
2307,8,2024-12-30,Linha A,9263.36,7924.37,16586.73,L02307,2025-02-07
2308,4,2024-11-03,LINHA B,5989.02,5714.78,42624.35,L02308,2024-09-08
2309,19,2023-01-25,Linha C,4375.63,3614.89,,L02309,2024-08-16
2310,15,2024-05-03,Linha C,5749.24,4386.85,28739.42,L02310,2024-12-07
2311,10,2023-09-19,Linha C,2616.11,2521.38,29652.48,L02311,2024-10-12
2312,13,2023-06-25,Linha C,5846.9,5407.59,3915.99,L02312,06/06/2025
2313,4,2023-03-13,Linha C,6669.98,6438.57,48183.28,L02313,2025-05-23
2314,20,2023-06-07,Linha C,9371.21,6857.23,44967.64,L02314,2025-06-11
2315,30,2023-11-08,Linha B,3573.03,2761.26,,L02315,13/01/2025
2316,27,2024-12-27,LINHA B,7107.43,5638.32,34339.06,L02316,2025-01-11
2317,14,2023-05-03,LINHA C,1744.18,1660.88,10109.77,L02317,2024-05-25
2318,16,2023-01-30,Linha B,4424.24,3649.22,18150.17,L02318,2024-10-23
2319,9,2024-01-15,Linha C,8288.22,6713.45,12837.44,L02319,2025-02-24
2320,6,2024-11-07,Linha B,3851.5,3498.4,14789.56,L02320,2024-07-10
2321,23,2024-03-12,Linha C,9587.95,7103.62,5246.08,L02321,2024-05-12
2322,16,2023-05-26,LINHA C,6774.04,5713.53,7483.73,L02322,2024-04-06
2323,21,2023-06-23,LINHA A,6101.44,4804.32,47137.75,L02323,2024-10-16
2324,16,2024-03-07,Linha B,1675.16,1271.97,10562.05,L02324,2025-04-16
2325,15,2023-10-13,linha c,2591.48,2043.39,32678.67,L02325,2025-04-13
2326,12,2023-05-04,Linha C,2477.63,1997.75,20999.46,L02326,2025-05-22
2327,14,2024-08-15,Linha A,8680.43,6959.71,21050.38,L02327,2025-03-18
2328,13,2024-05-26,Linha B,4581.28,3564.38,16428.35,L02328,2024-08-10
2329,3,2023-09-13,Linha C,2237.58,1667.45,27105.08,L02329,2025-01-22
2330,17,2024-10-23,Linha B,2310.38,2239.29,20965.79,L02330,2024-11-27
2331,17,2024-11-18,Linha B,940.89,827.74,16419.57,L02331,2025-06-18
2332,20,2023-07-03,Linha A,5001.59,4064.09,16535.58,L02332,2025-03-16
2333,2,2023-06-03,LINHA C,8277.52,8033.53,26517.09,L02333,2024-02-01
2334,15,2024-02-18,Linha A,7732.97,6801.11,44925.85,L02334,2024-06-29
2335,13,2023-09-23,LINHA C,658.58,506.17,14610.63,L02335,2024-05-14
2336,10,2024-09-20,Linha A,9805.53,7647.51,2328.83,L02336,2025-03-06
2337,10,2023-04-02,Linha C,1702.3,1585.54,38657.87,L02337,2025-03-05
2338,12,2024-10-27,Linha B,2486.55,1921.17,18829.66,L02338,2024-02-10
2339,4,2024-10-05,Linha A,4723.76,4618.26,31836.79,L02339,2024-08-10
2340,11,2024-11-10,Linha C,9719.31,7390.44,,L02340,2024-09-02
2341,3,2023-04-18,Linha A,4339.15,3721.62,38294.16,L02341,2025-05-15
2342,1,2024-09-26,linha b,1813.69,1619.33,23979.94,L02342,2025-03-28
2343,24,2024-05-03,Linha A,7346.16,5320.21,2314.92,L02343,2024-02-08
2344,16,2024-06-23,linha b,9946.21,8811.54,20984.21,L02344,2024-02-25
2345,9,2024-04-10,Linha C,7977.32,5946.12,37491.51,L02345,2024-01-18
2346,9,2023-03-17,linha b,1975.11,1816.74,12362.16,L02346,2025-02-11
2347,6,2024-03-14,Linha A,4625.13,3333.61,45989.13,L02347,2025-06-21
2348,4,2024-08-26,Linha A,1488.24,1342.51,9372.6,L02348,2025-03-10
2349,16,2024-10-16,Linha B,2039.98,1968.71,15477.54,L02349,2025-05-21
2350,19,2024-01-04,Linha B,2994.37,2423.14,8290.83,L02350,2025-06-17
2351,7,2024-01-25,Linha C,1628.31,1185.15,39879.03,L02351,2024-11-16
2352,13,2023-06-29,Linha C,7011.62,6581.78,35926.04,L02352,2024-10-20
2353,11,2023-12-15,Linha B,2065.82,2019.32,46302.18,L02353,2024-01-03
2354,14,2023-01-25,Linha B,3557.6,3299.4,5093.95,L02354,2024-12-11
2355,17,2023-12-18,LINHA C,5988.91,4813.48,955.25,L02355,2024-06-02
2356,22,2024-01-11,Linha B,3522.27,3125.78,24311.0,L02356,2024-03-16
2357,10,2024-05-31,Linha A,7548.03,5619.76,36828.13,L02357,2024-11-25
2358,5,2024-08-01,Linha B,4801.87,4225.36,28692.93,L02358,2024-10-27
2359,25,2024-11-22,Linha B,4080.44,3584.36,19110.35,L02359,2025-03-01
2360,27,2023-09-29,linha c,2112.85,1686.08,25289.33,L02360,2024-10-10
2361,30,2024-07-04,Linha B,6473.4,6070.91,40961.63,L02361,2025-03-17
2362,5,2023-03-14,Linha A,3492.93,2671.62,,L02362,2025-02-14
2363,2,2023-10-15,Linha B,2323.38,1647.05,28168.1,L02363,2025-03-02
2364,28,2024-08-14,linha b,7940.26,6628.78,12541.05,L02364,2024-08-05
2365,9,2024-02-02,Linha C,3893.36,3044.57,28377.86,L02365,2024-05-11
2366,19,2023-03-09,Linha C,885.83,805.23,33715.19,L02366,2024-06-08
2367,15,2023-03-15,Linha B,5188.4,3702.48,37367.98,L02367,2024-06-23
2368,23,2023-02-11,Linha B,4998.65,3703.88,21529.43,L02368,2024-08-31
2369,18,2024-06-14,Linha A,3200.23,2681.27,39347.3,L02369,2024-07-12
2370,12,2023-03-07,Linha A,9250.26,7160.78,25036.02,L02370,2024-06-21
2371,12,2024-09-11,Linha A,635.94,556.46,3718.4,L02371,2024-01-29
2372,2,2024-10-22,Linha C,7951.78,6941.09,14907.31,L02372,2024-04-14
2373,12,2023-09-26,Linha C,4214.0,3931.68,29788.5,L02373,2024-10-16
2374,1,2024-10-16,linha a,4061.3,3718.27,11416.27,L02374,2024-08-13
2375,17,2023-12-08,Linha B,7671.2,5663.27,40215.42,L02375,2024-12-02
2376,29,2023-05-11,LINHA C,7895.31,6367.17,30355.44,L02376,2024-05-08
2377,13,2024-11-18,Linha A,7695.23,6877.42,12199.86,L02377,2025-02-03
2378,12,2023-09-08,Linha B,2075.58,1988.67,21846.39,L02378,2024-11-16
2379,7,09/08/2023,Linha A,7884.16,7005.23,37942.13,L02379,2024-08-02
2380,6,2024-10-31,Linha A,2662.25,2167.37,13063.65,L02380,2024-11-19
2381,28,2024-10-10,Linha B,1544.2,1356.59,18890.43,L02381,2024-01-31
2382,2,2024-12-05,Linha A,6535.15,4706.47,31614.83,L02382,2024-08-04
2383,5,2023-12-30,Linha B,580.36,496.52,38700.4,L02383,2024-10-24
2384,20,2024-11-04,Linha B,9489.64,7384.0,3163.2,L02384,2025-05-23
2385,7,2024-12-25,Linha A,1702.67,1326.86,2119.0,L02385,2024-08-10
2386,14,2023-05-13,Linha A,1710.41,1203.19,6365.61,L02386,2025-01-29
2387,11,2024-05-21,Linha C,9652.48,7607.7,44311.68,L02387,2024-01-12
2388,30,2023-04-27,Linha A,2630.67,2160.44,47082.75,L02388,2025-02-08
2389,12,2024-03-04,Linha B,1658.67,1623.46,3875.7,L02389,2024-09-07
2390,19,2024-08-20,Linha B,4165.39,4067.44,13731.52,L02390,2024-07-22
2391,11,2024-04-03,Linha B,3442.28,2914.8,41079.57,L02391,2024-02-04
2392,15,2023-10-11,Linha A,9741.81,7847.63,49082.19,L02392,2024-06-28
2393,23,2023-04-04,Linha A,5006.86,4451.83,12444.78,L02393,2024-10-06
2394,9,2024-07-12,Linha A,4382.04,4217.23,,L02394,2024-08-13
2395,24,2024-06-04,Linha B,6472.09,6275.9,27543.94,L02395,2025-06-18
2396,12,2024-07-17,linha b,7665.23,5944.4,33635.4,L02396,2024-01-12
2397,18,2024-01-26,Linha C,8946.4,8362.06,32849.02,L02397,2024-09-16
2398,10,2024-04-23,Linha B,6681.44,5867.35,,L02398,2024-08-04
2399,1,2024-08-27,Linha B,1241.97,963.21,27962.48,L02399,2024-10-28
2400,24,2023-12-03,Linha B,2195.93,1616.33,7327.05,L02400,2024-11-18
2401,28,2024-08-28,Linha A,3357.59,2649.54,21093.55,L02401,2024-03-09
2402,1,2024-10-10,Linha B,3958.33,3843.67,,L02402,2024-07-18
2403,23,2023-10-29,Linha A,8755.61,7797.01,,L02403,2024-01-06
2404,4,2024-08-12,Linha B,5332.31,5165.49,46830.88,L02404,2024-07-16
2405,7,2024-03-02,Linha B,9124.24,7892.4,32434.67,L02405,2025-03-05
2406,1,2024-05-15,Linha B,8720.67,6234.98,19357.3,L02406,2024-11-12
2407,20,2023-12-14,Linha C,9925.04,9520.59,42707.83,L02407,2024-09-20
2408,8,2024-04-17,Linha B,3965.02,3752.56,7407.34,L02408,2024-12-25
2409,10,2024-01-09,Linha C,8278.98,8021.16,43808.59,L02409,2024-09-16
2410,13,2024-04-06,Linha B,8307.99,7377.28,46033.8,L02410,2025-05-18
2411,24,2024-09-01,Linha B,7743.55,7068.95,25645.4,L02411,2025-04-03
2412,26,2024-07-27,Linha A,6811.06,4867.67,24848.68,L02412,2024-06-23
2413,30,2024-02-17,Linha A,8766.84,8518.62,31154.79,L02413,2024-11-19
2414,1,2023-12-26,Linha C,1934.41,1538.23,9304.46,L02414,2024-02-28
2415,15,2023-12-13,linha c,3335.81,2603.84,27423.38,L02415,2024-12-01
2416,5,2023-07-12,Linha C,8777.15,8104.84,,L02416,2024-11-04
2417,15,04/05/2023,Linha A,1295.97,1232.86,27482.88,L02417,2024-04-18
2418,9,2024-03-20,Linha A,6574.44,5348.37,4428.85,L02418,22/02/2024
2419,8,2023-05-05,Linha C,3598.84,3454.22,47508.99,L02419,2025-05-14
2420,27,2023-06-23,Linha A,7731.74,5486.16,3795.09,L02420,2024-05-27
2421,14,2023-12-10,Linha C,5928.25,5184.9,3328.78,L02421,11/02/2024
2422,28,2023-02-01,Linha B,1552.62,1303.08,36644.1,L02422,2024-03-21
2423,27,2023-10-20,LINHA B,5025.63,4134.61,24679.7,L02423,2024-11-22
2424,10,2024-07-19,Linha A,2484.18,2179.42,,L02424,2024-09-04
2425,19,2024-08-20,Linha C,4287.91,3405.35,24475.91,L02425,2024-07-22
2426,3,2024-10-11,LINHA C,6669.73,5966.92,16910.71,L02426,2024-12-20
2427,23,2023-10-19,Linha B,2789.08,2523.28,30438.8,L02427,2024-03-14
2428,29,2024-05-22,LINHA A,8806.79,7733.59,24873.88,L02428,2024-05-07
2429,13,2024-01-03,Linha A,4528.84,3634.7,13139.72,L02429,2025-04-28
2430,13,2024-08-12,Linha C,7506.79,5349.74,12883.45,L02430,2024-05-11
2431,13,2023-04-10,LINHA B,7871.91,5758.16,5768.21,L02431,2025-06-28
2432,29,2024-10-16,Linha A,2069.14,1803.93,18741.93,L02432,2024-02-17
2433,28,2024-03-25,linha c,9266.84,8101.56,44087.55,L02433,2024-02-17
2434,27,2024-01-20,Linha B,6361.2,5950.56,29100.99,L02434,2025-02-10
2435,12,2024-12-17,linha c,5689.75,4336.27,13936.04,L02435,2024-07-03
2436,5,2024-05-16,Linha B,2310.29,1815.57,18112.53,L02436,2024-09-24
2437,23,2024-05-24,Linha B,2270.28,1979.72,37751.64,L02437,2024-11-25
2438,10,2024-06-05,Linha A,7880.27,7207.87,15065.16,L02438,2024-01-19
2439,29,2023-04-24,Linha B,2780.2,2258.66,3569.98,L02439,2024-04-17
2440,2,2023-10-09,Linha A,7408.6,6984.9,3602.33,L02440,2024-11-30
2441,8,2023-08-04,Linha C,633.54,618.65,2563.9,L02441,2025-04-09
2442,20,2024-03-30,Linha C,8964.51,6326.9,24344.05,L02442,2025-02-02
2443,29,2023-11-21,Linha B,6839.63,5362.86,49277.45,L02443,2024-03-04
2444,2,2024-03-14,Linha C,7335.45,6807.59,39133.08,L02444,2025-05-20
2445,6,2024-12-25,Linha C,2743.65,2048.8,,L02445,2024-07-29
2446,16,2023-11-26,Linha B,2079.18,1489.67,,L02446,2025-06-13
2447,8,2023-12-16,linha c,2626.77,2312.32,7429.06,L02447,2025-04-27
2448,25,23/07/2023,Linha B,3256.81,2586.12,26966.96,L02448,2025-02-21
2449,19,2023-12-26,Linha C,7171.83,6937.26,22239.5,L02449,2024-12-02
2450,10,2023-09-03,LINHA A,4617.87,3382.4,35673.53,L02450,2024-05-21
2451,11,2024-10-17,Linha A,5468.42,4583.67,12029.01,L02451,2025-05-31
2452,7,2024-10-15,Linha A,8013.92,7399.82,45756.36,L02452,2024-03-27
2453,20,2023-10-25,Linha C,4535.42,3960.95,17060.91,L02453,2024-12-28
2454,18,2024-01-23,Linha C,4697.41,4007.93,37171.34,L02454,2025-02-10
2455,29,2023-08-27,Linha C,2662.43,1871.18,46262.71,L02455,2025-01-18
2456,17,2023-03-14,linha a,8161.51,7953.01,15614.59,L02456,2024-05-29
2457,24,2023-03-04,Linha A,7394.8,6248.67,8261.65,L02457,2025-03-19
2458,30,2024-05-22,Linha B,5050.75,4856.09,4860.32,L02458,2025-02-23
2459,14,2024-05-04,Linha A,6465.48,4700.39,44670.92,L02459,2025-06-16
2460,4,2024-04-04,linha a,7387.82,7119.04,40266.0,L02460,2024-01-13
2461,19,2024-12-03,linha a,8672.91,7899.91,1137.8,L02461,2024-10-10
2462,20,2024-11-12,Linha B,9032.01,7832.51,12865.3,L02462,2024-08-12
2463,12,2023-10-28,Linha C,7535.14,6646.97,20608.84,L02463,2024-03-02
2464,5,2023-11-29,linha b,4819.88,4372.29,29541.32,L02464,2024-03-16
2465,20,2023-12-28,Linha C,3032.77,2214.77,33157.81,L02465,2024-03-29
2466,13,2023-04-04,Linha C,6903.4,6028.8,34017.96,L02466,2025-03-09
2467,23,04/06/2023,LINHA A,3971.5,2863.46,36388.84,L02467,2024-10-11
2468,17,2023-08-24,Linha B,7485.16,5889.74,23380.98,L02468,2024-12-27
2469,19,2023-07-31,Linha A,3482.53,3297.47,11466.0,L02469,2024-09-22
2470,22,2024-04-09,Linha B,936.21,794.53,4638.84,L02470,2024-01-30
2471,9,2024-06-09,Linha C,5424.2,3842.38,28206.69,L02471,2025-03-05
2472,21,2023-01-08,Linha C,2861.11,2713.74,6118.41,L02472,2024-06-24
2473,29,2023-01-19,Linha A,6721.78,5845.57,39535.24,L02473,2025-04-29
2474,22,2024-12-22,Linha C,2452.52,1982.35,20904.41,L02474,2024-07-24
2475,14,2024-12-08,Linha C,9380.71,7678.85,3190.53,L02475,2024-12-27
2476,16,2024-05-22,Linha C,7766.59,7440.11,29434.2,L02476,2024-04-14
2477,23,2023-03-07,Linha B,3648.15,3086.67,44953.15,L02477,2024-02-03
2478,18,2024-12-20,Linha B,5493.5,5067.7,18976.11,L02478,06/06/2025
2479,21,2024-09-29,Linha B,6649.93,5156.49,22540.2,L02479,2024-02-12
2480,13,2023-04-09,Linha B,7498.62,5304.77,41418.06,L02480,2025-05-05
2481,30,2024-10-01,Linha A,1554.91,1161.19,5234.39,L02481,2024-10-05
2482,25,2024-10-15,linha c,975.16,832.52,46628.82,L02482,2025-05-30
2483,9,2024-02-05,Linha C,6760.49,6503.6,1964.95,L02483,2024-05-20
2484,27,2024-09-05,LINHA C,9984.13,7730.75,35678.73,L02484,2024-01-21
2485,27,2023-05-14,Linha A,5756.82,5615.99,27916.17,L02485,21/10/2024
2486,5,2023-11-05,Linha A,3205.7,2719.2,34528.18,L02486,2024-07-25
2487,12,2024-05-09,Linha A,5922.35,4230.38,12100.58,L02487,2025-04-08
2488,18,2023-01-25,Linha A,9135.83,7307.49,28629.63,L02488,2024-03-04
2489,13,2023-05-31,LINHA A,3331.92,2467.58,33072.92,L02489,2024-07-21
2490,3,2024-08-11,Linha C,5753.4,4415.02,11010.6,L02490,2024-08-27
2491,24,2024-12-29,Linha C,791.2,715.82,,L02491,2025-03-17
2492,10,2024-01-09,linha c,9651.83,7130.93,17306.59,L02492,2024-09-10
2493,18,2023-03-11,Linha A,8032.07,7735.88,27992.72,L02493,2025-03-09
2494,8,2024-05-24,Linha B,9696.41,7029.81,29044.59,L02494,2025-06-27
2495,10,2024-01-24,LINHA B,4239.18,3416.29,40088.87,L02495,2024-10-14
2496,14,2024-04-21,Linha A,9806.64,9038.64,32569.67,L02496,2024-05-09
2497,28,2024-03-14,Linha B,9569.96,6835.68,40754.83,L02497,2024-05-22
2498,21,2024-07-05,Linha C,3001.09,2480.41,2997.65,L02498,2025-03-15
2499,9,2023-10-10,Linha A,4680.35,3757.32,30458.6,L02499,2025-04-02
2500,23,2024-08-13,Linha A,2201.52,1773.61,1783.91,L02500,2024-02-24
2501,12,2024-10-01,Linha B,8693.04,7261.91,41661.73,L02501,2025-03-19
2502,1,2023-12-23,Linha A,4132.5,4018.89,30245.78,L02502,2024-08-31
2503,7,2024-10-27,Linha B,1478.58,1129.46,41871.68,L02503,2024-09-07
2504,18,2023-03-13,Linha C,2150.67,1510.39,16726.96,L02504,2025-02-20
2505,30,2024-05-07,Linha A,7447.37,5452.67,4437.79,L02505,2024-09-26
2506,10,2024-06-08,Linha B,3666.39,3229.27,43719.81,L02506,2024-06-10
2507,10,2024-09-13,linha a,1618.8,1347.31,15976.41,L02507,2025-04-22
2508,25,2024-08-29,Linha B,2759.35,2287.72,,L02508,2024-10-08
2509,27,2023-03-27,Linha A,5769.67,4816.7,5555.99,L02509,2024-03-02
2510,12,2023-06-28,Linha C,5230.63,5072.09,44260.6,L02510,2024-03-18
2511,14,2024-09-10,Linha C,6152.46,5786.67,27007.14,L02511,2024-05-10
2512,19,2024-03-13,Linha A,6452.16,4987.78,13101.79,L02512,2024-09-22
2513,27,2024-08-15,Linha C,5732.36,5615.54,5102.79,L02513,2024-10-14
2514,25,2024-09-02,Linha A,3768.67,3163.65,1496.09,L02514,2024-06-10
2515,5,2024-12-14,Linha C,2473.91,1911.03,38715.92,L02515,2025-01-04
2516,29,2023-08-23,Linha B,8701.36,7669.53,29157.16,L02516,2025-03-26
2517,27,2024-02-09,Linha C,1851.25,1719.38,11948.11,L02517,2024-04-18
2518,26,2024-12-23,Linha B,7660.48,5882.95,19914.05,L02518,2024-08-22
2519,5,2023-09-02,Linha C,9460.13,7747.74,19137.91,L02519,2025-06-08
2520,24,2023-03-06,Linha A,5175.93,3804.46,2951.14,L02520,2025-06-09
2521,21,2024-04-14,LINHA A,6722.87,5614.56,20052.32,L02521,2024-06-01
2522,4,2023-11-06,Linha A,6802.47,5678.05,12397.78,L02522,2024-09-12
2523,19,2024-11-26,Linha A,9240.06,8961.08,32005.36,L02523,2025-01-13
2524,8,2023-02-21,LINHA C,9734.33,6984.68,37682.79,L02524,2024-11-25
2525,26,2024-06-05,Linha A,2811.16,2484.67,27862.31,L02525,2025-05-30
2526,30,2024-06-10,Linha A,4788.96,3813.27,26412.79,L02526,2025-02-10
2527,4,2024-06-25,LINHA C,4012.44,3017.55,8223.41,L02527,2024-03-08
2528,12,2023-04-04,Linha A,2593.77,2321.5,20737.43,L02528,2024-04-22
2529,23,2024-10-07,LINHA C,659.92,544.96,37663.2,L02529,2024-11-22
2530,23,2024-08-06,Linha C,1503.71,1402.36,41030.87,L02530,2025-02-20
2531,17,10/01/2024,Linha A,3932.35,2914.52,29273.48,L02531,2024-11-04
2532,19,2024-06-08,Linha B,9538.31,7122.86,38549.14,L02532,2024-04-01
2533,17,2024-10-04,Linha A,2455.59,2175.49,29956.97,L02533,2024-04-24
2534,7,2024-05-22,Linha B,8142.19,7660.08,48989.68,L02534,2025-01-26
2535,24,2023-06-04,LINHA B,6382.7,5013.26,9500.09,L02535,2024-11-24
2536,5,2024-12-06,Linha B,3762.79,3534.48,8709.87,L02536,2025-03-26
2537,8,2023-12-02,linha a,5786.33,4898.68,11526.43,L02537,2025-02-20
2538,3,2023-03-30,Linha A,4396.97,3879.52,34928.71,L02538,2024-12-03
2539,6,24/01/2023,Linha B,7786.01,5799.84,10097.28,L02539,2025-01-16
2540,18,2023-07-02,Linha B,1707.81,1625.52,44130.15,L02540,2024-02-24
2541,11,2023-11-06,Linha C,6203.47,4616.83,42172.29,L02541,2024-03-09
2542,11,2023-12-09,Linha B,1825.49,1316.04,32532.19,L02542,2024-09-24
2543,6,2024-02-04,LINHA A,6686.63,5608.41,38325.92,L02543,2024-04-30
2544,24,2023-05-17,Linha C,596.74,419.88,36658.54,L02544,2025-01-21
2545,18,2023-08-01,Linha C,5081.07,3736.9,39870.25,L02545,2024-04-10
2546,24,2023-07-24,Linha B,1642.38,1175.43,23321.87,L02546,2025-04-15
2547,2,2023-06-17,Linha B,6787.75,5458.84,13663.54,L02547,2025-01-09
2548,20,2024-04-06,Linha A,9347.55,8496.24,40202.65,L02548,2025-01-06
2549,4,2024-03-18,Linha C,6898.8,5082.53,23464.98,L02549,2025-03-10
2550,4,2024-02-08,Linha C,2049.22,1551.05,40012.94,L02550,2024-03-08
2551,14,2023-08-24,Linha C,6003.84,5391.43,28134.18,L02551,2024-10-27
2552,26,2023-12-09,LINHA B,3496.69,2449.76,36520.83,L02552,2024-12-25
2553,5,2023-06-13,Linha B,2343.73,1850.65,20563.32,L02553,2025-04-25
2554,23,2023-05-16,Linha A,4972.58,4748.29,25454.21,L02554,02/02/2024
2555,16,2023-10-20,Linha C,5087.44,3833.85,5503.69,L02555,2024-08-13
2556,25,2023-03-16,Linha A,8882.72,6795.39,20220.38,L02556,2025-02-08
2557,3,2024-05-29,Linha A,928.01,771.01,46613.9,L02557,2025-02-26
2558,26,2024-01-21,Linha A,6912.71,6607.77,11269.29,L02558,2025-04-07
2559,28,2024-09-12,Linha A,1195.95,890.94,23507.96,L02559,2024-10-13
2560,7,2024-09-08,Linha B,4318.46,3588.5,17557.93,L02560,2024-02-13
2561,21,2023-06-24,Linha B,3147.69,2869.49,17956.07,L02561,2025-05-22
2562,11,2024-07-05,Linha C,4840.73,3681.03,21777.41,L02562,2024-12-31
2563,10,2023-04-25,Linha B,2903.72,2630.55,19445.72,L02563,2024-11-28
2564,21,2024-06-29,Linha A,8687.32,8012.3,47647.69,L02564,2024-12-29
2565,25,2023-12-05,LINHA B,8528.34,8257.5,,L02565,2024-11-26
2566,19,2023-03-05,Linha B,5619.25,4910.68,27022.97,L02566,2025-06-05
2567,9,12/07/2023,Linha C,6025.93,5114.87,7318.17,L02567,2024-04-09
2568,22,2023-01-15,Linha B,2504.7,2236.21,22583.02,L02568,2024-08-02
2569,3,2023-06-21,Linha B,8042.26,6146.23,3358.27,L02569,2025-02-11
2570,27,2023-02-17,Linha B,6109.78,4855.77,31293.42,L02570,2024-10-03
2571,7,2024-07-01,Linha C,7263.58,5753.64,28154.79,L02571,2024-04-26
2572,29,2023-05-14,Linha C,5397.29,5266.14,25359.22,L02572,2024-10-11
2573,17,2024-06-02,Linha C,4284.37,3906.34,42364.63,L02573,2024-10-13
2574,2,2024-05-23,Linha B,5485.65,4916.58,6932.27,L02574,2024-12-31
2575,29,2023-01-01,LINHA A,5799.9,4641.12,22070.18,L02575,2024-05-19
2576,1,2023-08-11,LINHA C,1386.45,988.83,15798.39,L02576,2024-06-03
2577,10,2023-08-28,Linha B,1466.79,1124.46,12442.7,L02577,2024-12-23
2578,22,2024-02-23,Linha C,3614.0,3486.63,1319.94,L02578,2025-01-19
2579,5,2024-11-23,Linha C,5153.26,3721.11,27365.63,L02579,2025-05-30
2580,24,2023-08-30,Linha C,5094.78,3723.37,6681.54,L02580,2025-05-06
2581,29,2023-09-20,Linha A,8977.22,8020.81,1183.29,L02581,2024-03-19
2582,28,2023-12-05,Linha A,789.49,665.35,2660.9,L02582,2024-09-18
2583,22,2023-10-26,Linha B,1536.36,1133.15,48246.76,L02583,24/12/2024
2584,5,2024-02-24,Linha A,2969.86,2082.26,33179.78,L02584,2024-10-18
2585,29,2024-09-29,Linha C,7302.55,7033.2,13544.28,L02585,2025-01-13
2586,30,2024-05-31,Linha B,1434.72,1025.15,3033.55,L02586,2025-05-06
2587,10,2024-08-13,Linha C,1399.29,1099.97,3683.17,L02587,2024-06-01
2588,2,2023-12-08,Linha B,5269.99,5022.67,10960.62,L02588,2024-09-24
2589,22,2024-07-06,Linha B,8407.06,5892.55,7571.38,L02589,2024-01-27
2590,30,2024-11-26,Linha A,2350.36,1984.39,22276.33,L02590,2024-07-13
2591,6,2023-10-20,Linha A,3420.28,3258.36,4149.16,L02591,2024-01-13
2592,12,2023-05-14,Linha B,8992.56,6636.2,4443.36,L02592,2024-12-06
2593,12,2024-03-16,Linha C,9804.18,6959.76,16183.97,L02593,2025-03-20
2594,19,2024-02-14,Linha C,7285.86,5772.3,16547.62,L02594,2024-02-16
2595,26,2024-11-06,Linha B,636.95,548.88,21269.52,L02595,2025-03-19
2596,9,2023-08-08,Linha A,3113.77,2332.39,31553.65,L02596,2025-05-14
2597,24,2023-12-04,Linha B,4863.87,4223.26,48943.91,L02597,2025-05-10
2598,5,2024-08-02,Linha A,4382.99,4185.87,42475.85,L02598,2025-04-04
2599,29,2024-08-27,linha c,2146.24,2098.58,46765.33,L02599,2025-04-01
2600,6,2023-10-27,Linha A,858.71,653.59,49733.89,L02600,2025-04-02
2601,25,2023-05-09,LINHA A,1981.49,1726.86,40166.33,L02601,2025-04-08
2602,22,2024-05-20,LINHA A,5348.82,4007.12,45996.5,L02602,2024-04-15
2603,27,2024-02-28,Linha C,1129.91,863.31,36043.83,L02603,2025-02-16
2604,26,2024-09-19,Linha C,1299.78,1182.89,16685.68,L02604,2024-05-06
2605,14,2024-02-23,Linha A,3542.47,2736.12,,L02605,2024-11-06
2606,28,2023-06-02,Linha B,3549.55,3223.37,49143.25,L02606,2024-03-30
2607,7,2024-07-03,linha b,7256.39,5196.97,28975.04,L02607,2024-04-05
2608,6,2024-08-25,Linha B,5876.69,4193.31,47076.79,L02608,2024-03-19
2609,17,2023-05-19,LINHA C,1518.88,1323.72,39593.89,L02609,2024-02-05
2610,6,2024-08-14,Linha B,6355.73,4583.45,24792.36,L02610,2024-01-10
2611,30,2023-09-07,Linha C,9380.77,6782.45,13319.6,L02611,2024-08-08
2612,22,2024-11-06,linha b,3142.43,3031.4,2401.32,L02612,2024-01-31
2613,9,2024-11-13,linha b,3736.68,2679.51,28472.63,L02613,2024-04-13
2614,18,2024-04-09,Linha A,551.65,487.47,35855.24,L02614,2024-12-02
2615,23,2024-12-26,Linha B,3233.55,2350.12,33233.64,L02615,2024-06-25
2616,25,2023-07-21,Linha B,4923.96,4155.26,40776.22,L02616,2025-03-21
2617,10,2023-01-29,Linha A,7693.15,6221.86,45610.77,L02617,2025-05-10
2618,7,2024-07-15,Linha C,3464.08,2915.3,2021.55,L02618,2025-04-08
2619,26,2024-08-27,Linha C,6367.1,4632.29,9477.26,L02619,2024-05-11
2620,21,2023-02-23,Linha A,4949.92,4648.59,,L02620,2025-06-09
