COLETA ID,ID FAZENDA,ID ROTA,DATA,VOLUME,TEMPERATURA,GORDURA,PROTEINA,ACIDEZ,OBSERVACAO
75209,163,6,18/10/2024,3496.37,6.6,4.6,3.87,15.89,
75211,62,4,2024-10-18,1668.2,7.5,5.07,3.5,18.15,Digitado manual
75212,212,19,2024-10-18,2532.54,,,3.33,18.8,
75218,175,14,18/10/2024,1366.1,6.0,4.24,2.84,16.85,Revisar valor
75219,195,4,2024-10-18,1676.43,2.8,5.47,3.18,18.92,
75221,93,2,18/10/2024,1155.34,9.1,4.18,3.05,14.79,Digitado manual
75231,80,18,18/10/2024,3424.75,8.7,5.24,3.5,15.2,Revisar valor
75232,79,4,2024-10-18,4816.2,3.9,5.11,3.29,17.61,Revisar valor
75233,1,12,18/10/2024,1124.65,9.3,3.5,3.75,18.11,Digitado manual
75235,65,16,2024-10-18,654.87,5.3,3.78,3.95,15.13,
75243,155,12,2024-10-18,4047.22,2.9,4.56,3.11,17.1,Revisar valor
75253,87,10,18/10/2024,3131.51,2.4,3.2,3.87,18.42,Digitado manual
75255,228,12,2024-10-18,2030.66,4.0,3.65,3.26,15.22,Revisar valor
75257,94,14,18/10/2024,1319.02,9.9,3.22,2.86,14.53,Revisar valor
75260,176,20,2024-10-18,4897.18,7.4,3.72,2.89,15.2,Digitado manual
75262,114,10,18/10/2024,1625.11,8.1,5.06,3.82,17.26,Digitado manual
75264,207,15,18/10/2024,2369.51,9.6,3.97,3.44,18.02,Digitado manual
75266,152,3,2024-10-18,3302.83,,4.6,3.14,17.23,Revisar valor
75267,2,4,18/10/2024,346.1,5.6,4.33,2.86,16.43,
75269,14,13,18/10/2024,2533.32,7.7,4.13,,16.05,
75270,138,4,2024-10-18,4740.82,7.5,5.18,3.78,14.82,
75275,173,15,2024-10-19,4102.46,9.9,,2.84,17.12,
75276,3,11,2024-10-19,4186.77,4.8,3.12,3.76,18.43,
75282,100,2,2024-10-19,240.26,2.7,4.96,2.94,16.41,Digitado manual
75285,220,6,19/10/2024,3779.82,,3.49,3.39,14.47,Digitado manual
75286,55,10,19/10/2024,1797.84,8.9,5.4,3.03,19.26,Digitado manual
75287,130,10,19/10/2024,2392.91,6.5,5.14,3.23,17.88,Digitado manual
75294,102,4,2024-10-19,1001.38,,3.69,3.55,,Revisar valor
75295,122,17,2024-10-19,2491.01,3.9,4.44,3.09,18.74,Digitado manual
75303,10,14,19/10/2024,2049.79,3.4,,,18.22,Digitado manual
75304,129,16,2024-10-19,2624.96,7.8,4.29,3.45,19.68,Revisar valor
75315,181,6,2024-10-19,1709.39,6.2,4.52,3.59,19.55,
75316,155,19,19/10/2024,4050.37,9.5,5.13,3.15,16.39,Digitado manual
75317,132,6,19/10/2024,4018.97,,4.65,3.51,17.28,Digitado manual
75329,104,20,19/10/2024,1705.59,5.9,4.49,2.83,15.33,
75333,7,14,19/10/2024,687.07,6.6,4.32,3.78,19.24,Digitado manual
75334,110,9,2024-10-19,4074.11,3.7,3.28,3.84,17.36,Digitado manual
75335,164,11,2024-10-19,1928.96,9.4,4.98,3.09,,Digitado manual
75338,144,3,2024-10-19,2731.16,,4.35,3.69,18.69,
75344,48,5,19/10/2024,1159.84,9.8,4.05,3.12,15.93,Revisar valor
75346,171,2,2024-10-19,661.99,2.4,3.81,3.13,16.93,
75348,98,10,19/10/2024,290.99,9.6,3.36,3.15,15.01,Revisar valor
75349,72,20,19/10/2024,1526.77,4.8,3.16,3.8,18.44,Revisar valor
75354,19,1,2024-10-19,620.74,6.4,5.43,3.89,17.01,Revisar valor
75355,240,7,2024-10-19,1527.94,9.5,3.14,3.38,17.14,
75358,245,18,2024-10-19,2409.0,2.5,3.6,3.53,15.03,Revisar valor
75359,83,1,2024-10-19,4617.32,3.2,4.0,3.0,,
75362,236,19,2024-10-19,1181.46,,3.37,3.5,16.87,
75364,108,14,2024-10-19,2813.16,3.5,3.63,3.73,19.7,Digitado manual
75366,44,15,2024-10-19,2566.86,6.2,4.92,3.8,19.49,Revisar valor
75368,74,14,19/10/2024,1627.14,6.2,3.73,3.34,14.44,
75373,175,11,2024-10-19,3230.2,8.0,3.06,3.96,14.27,
75375,231,7,19/10/2024,608.21,,3.82,3.23,14.53,
75378,16,3,19/10/2024,2165.93,3.5,5.09,3.47,18.8,
75382,203,3,2024-10-19,890.4,5.1,3.4,2.87,16.95,Digitado manual
75389,136,19,19/10/2024,4483.05,3.4,4.54,3.04,16.25,Digitado manual
75400,184,1,19/10/2024,1263.08,4.9,5.31,3.82,14.95,
75406,12,11,20/10/2024,4268.74,3.3,4.72,2.94,16.72,Digitado manual
75408,135,16,20/10/2024,1482.36,6.8,3.3,3.85,18.64,Revisar valor
75414,152,7,2024-10-20,1846.26,8.6,4.43,2.94,18.78,Revisar valor
75422,120,6,2024-10-20,1817.75,3.9,4.06,3.36,,Digitado manual
75423,79,8,2024-10-20,4370.14,,,3.61,19.55,
75428,25,11,20/10/2024,458.18,3.2,5.32,3.74,19.86,Revisar valor
75430,113,8,20/10/2024,4503.49,8.3,4.44,3.52,16.57,Revisar valor
75435,39,1,20/10/2024,726.98,4.3,3.31,3.84,19.3,Revisar valor
75443,58,5,20/10/2024,653.5,2.2,4.05,2.96,16.02,Revisar valor
75445,189,12,2024-10-20,3975.41,7.8,4.42,3.96,16.74,
75451,48,7,2024-10-20,1723.7,7.3,4.54,3.0,19.81,Digitado manual
75453,179,7,20/10/2024,3983.07,6.9,4.63,3.92,18.19,Digitado manual
75454,133,8,2024-10-20,3030.73,2.8,4.16,3.16,19.91,
75455,209,9,2024-10-20,3521.45,9.2,4.06,3.21,15.33,Revisar valor
75456,220,5,20/10/2024,2434.27,2.8,3.64,3.74,19.26,Revisar valor
75457,49,10,20/10/2024,2094.38,4.0,5.12,2.84,15.53,Digitado manual
75459,206,7,20/10/2024,1440.58,4.9,3.15,2.96,16.43,Revisar valor
75470,128,5,2024-10-20,274.64,3.4,3.62,3.55,16.0,Digitado manual
75471,164,14,2024-10-20,499.08,7.4,3.47,3.89,14.57,Revisar valor
75474,101,5,20/10/2024,4524.45,6.2,4.2,3.79,14.61,
75475,138,4,2024-10-20,1007.98,5.1,,3.04,14.41,
75478,52,10,20/10/2024,4906.13,7.8,4.91,3.6,14.03,Digitado manual
75484,199,1,20/10/2024,1141.06,7.0,4.93,3.06,16.46,Digitado manual
75487,187,6,20/10/2024,4272.72,8.2,3.07,3.19,19.41,Revisar valor
75489,78,14,20/10/2024,3897.03,9.9,3.51,3.58,19.3,
75490,167,16,20/10/2024,4219.24,8.0,4.78,,17.71,Digitado manual
75492,86,2,20/10/2024,4029.31,6.9,,3.38,15.73,Digitado manual
75495,91,7,2024-10-20,4021.11,7.7,5.21,3.08,18.9,Revisar valor
75497,89,18,2024-10-20,4599.93,5.1,3.55,3.14,,Digitado manual
75500,205,15,20/10/2024,4913.91,2.9,4.17,3.18,17.01,Revisar valor
75501,210,3,2024-10-20,1199.71,8.1,3.83,3.41,14.92,Digitado manual
75505,20,6,2024-10-20,2326.69,3.8,3.45,3.82,19.25,Digitado manual
75506,54,1,20/10/2024,2943.39,3.3,4.04,3.64,16.64,Revisar valor
75518,110,5,2024-10-20,2193.22,6.1,3.68,,14.58,Revisar valor
75519,141,19,2024-10-20,3277.6,9.0,3.4,2.97,18.47,Revisar valor
75521,221,20,20/10/2024,4138.83,9.5,5.47,3.77,14.16,Revisar valor
75522,213,7,20/10/2024,3332.41,6.4,3.95,3.27,19.17,
75523,125,8,2024-10-20,3346.4,3.0,3.94,3.85,16.6,Digitado manual
75526,154,1,20/10/2024,4469.79,8.4,5.15,3.04,15.13,Digitado manual
75531,24,9,2024-10-20,2464.16,3.2,5.43,,15.95,Digitado manual
75537,66,16,2024-10-21,4754.08,9.6,5.15,3.2,17.71,
75540,244,11,2024-10-21,2675.62,2.8,3.97,3.71,15.17,Revisar valor
75541,176,6,21/10/2024,3902.94,2.3,3.52,2.97,16.78,Digitado manual
75548,144,17,21/10/2024,1828.19,6.8,5.23,2.84,18.36,Revisar valor
75549,98,10,21/10/2024,4766.21,9.4,5.37,,16.24,Revisar valor
75550,234,6,2024-10-21,4796.96,5.8,5.17,3.17,17.31,
75553,214,18,2024-10-21,1359.83,7.2,3.94,3.83,15.62,
75554,171,18,21/10/2024,3019.57,9.9,4.55,3.18,19.42,Digitado manual
75555,194,17,21/10/2024,1186.54,8.7,3.46,3.28,14.85,
75557,143,6,2024-10-21,2364.23,5.4,4.19,,14.72,Digitado manual
75558,63,17,2024-10-21,1467.46,7.2,3.79,2.98,18.93,
75562,58,19,2024-10-21,4352.09,4.2,5.22,2.96,16.49,Revisar valor
75564,206,7,2024-10-21,919.24,8.1,3.58,3.58,19.02,Revisar valor
75565,5,4,21/10/2024,3434.12,9.7,3.15,3.58,16.9,
75570,103,11,21/10/2024,1057.87,6.4,,3.56,14.77,Revisar valor
75571,221,9,2024-10-21,702.47,8.2,5.06,3.92,18.04,Revisar valor
75572,153,18,21/10/2024,2723.01,4.2,3.25,2.98,16.24,Revisar valor
75577,2,16,2024-10-21,2070.18,2.2,4.88,3.3,19.92,Revisar valor
75578,41,9,21/10/2024,1387.68,5.1,5.39,3.63,15.74,
75579,32,20,21/10/2024,2570.81,8.7,4.4,,15.76,Digitado manual
75581,120,11,2024-10-21,4722.44,6.9,4.51,3.92,,Digitado manual
75589,237,20,2024-10-21,447.22,5.3,4.55,3.25,19.06,Digitado manual
75593,208,2,21/10/2024,2486.84,5.6,5.39,3.6,18.79,
75596,22,7,2024-10-21,1689.77,9.1,4.87,3.83,14.41,Revisar valor
75598,136,20,21/10/2024,1077.96,4.9,5.12,3.29,19.24,
75599,93,9,2024-10-21,4947.38,6.1,4.43,3.0,19.42,Revisar valor
75601,130,20,2024-10-21,4004.96,8.1,4.93,3.96,18.18,
75603,52,19,2024-10-21,3136.54,4.5,4.1,3.09,18.39,Revisar valor
75607,195,8,21/10/2024,4435.57,8.3,3.44,3.3,16.38,
75616,53,15,2024-10-21,2515.63,2.2,3.97,3.33,14.15,Revisar valor
75619,12,2,2024-10-21,1967.37,9.8,3.09,3.1,17.38,Revisar valor
75620,123,15,21/10/2024,610.76,8.0,3.66,3.25,17.3,
75623,243,2,2024-10-21,704.5,9.9,3.06,3.29,19.78,Revisar valor
75625,229,2,21/10/2024,1476.35,4.0,5.47,3.21,15.91,Revisar valor
75626,174,2,21/10/2024,3605.25,8.2,,3.12,18.77,Revisar valor
75627,109,20,2024-10-21,3777.55,,4.75,3.66,17.2,
75628,159,13,21/10/2024,3208.38,7.9,3.12,3.41,14.85,Digitado manual
75630,167,19,21/10/2024,3232.04,8.2,3.11,3.03,16.81,Digitado manual
75631,131,4,2024-10-21,4400.72,8.8,4.0,3.44,14.9,
75633,79,16,2024-10-21,2837.52,4.4,4.47,3.97,16.55,
75643,64,14,2024-10-21,3661.37,6.1,4.81,3.15,19.25,Revisar valor
75644,104,9,21/10/2024,1735.91,3.4,4.56,3.93,15.94,Digitado manual
75646,55,15,2024-10-21,4812.2,5.4,3.31,2.87,17.75,Revisar valor
75649,8,10,21/10/2024,3849.86,2.8,4.52,3.25,19.99,Revisar valor
75650,33,6,21/10/2024,2288.37,2.7,4.42,,15.12,Digitado manual
75656,76,5,2024-10-21,410.56,7.5,3.97,3.66,15.26,Revisar valor
75657,186,20,2024-10-21,3386.07,2.8,3.53,3.41,16.03,Digitado manual
75667,72,4,2024-10-21,2391.25,7.2,4.68,2.89,,Revisar valor
75671,183,4,21/10/2024,1729.47,9.1,4.57,3.11,19.59,
75674,224,14,21/10/2024,582.61,9.6,4.97,3.06,15.14,Digitado manual
75679,30,15,22/10/2024,2717.2,6.6,3.01,3.95,18.89,Revisar valor
75684,11,19,22/10/2024,4728.14,6.6,5.15,3.0,17.58,
75685,68,8,22/10/2024,3907.49,8.1,4.23,2.96,14.02,Revisar valor
75688,139,15,22/10/2024,1744.88,6.4,5.36,3.41,18.29,Revisar valor
75689,226,10,22/10/2024,577.61,8.8,4.26,3.04,15.35,
75690,144,10,22/10/2024,1124.05,5.5,5.21,3.36,,Digitado manual
75694,152,6,22/10/2024,939.55,9.3,3.79,3.88,19.96,Digitado manual
75696,176,6,22/10/2024,2214.38,4.8,5.27,3.98,18.08,Revisar valor
75697,153,20,22/10/2024,2724.14,4.3,4.04,3.65,15.44,Digitado manual
75699,201,10,22/10/2024,1703.76,3.8,3.7,3.24,14.19,Digitado manual
75702,188,7,22/10/2024,1524.02,7.8,4.31,2.98,15.16,Revisar valor
75704,175,2,22/10/2024,931.48,4.4,4.27,3.21,15.23,
75709,112,16,22/10/2024,4277.81,7.8,3.18,3.86,17.4,Digitado manual
75710,52,3,2024-10-22,1908.08,7.7,4.46,3.17,15.62,Revisar valor
75711,55,4,2024-10-22,414.1,9.2,3.85,3.28,17.93,
75713,179,11,2024-10-22,3459.12,7.9,3.37,3.15,17.45,
75714,198,4,22/10/2024,4764.25,2.6,,3.48,17.23,
75716,160,5,2024-10-22,1522.51,6.6,5.04,2.82,17.92,
75717,185,13,2024-10-22,813.56,4.8,3.9,3.08,15.22,Digitado manual
75718,41,1,22/10/2024,468.93,4.6,3.16,3.77,14.03,
75719,155,11,22/10/2024,4615.71,9.9,3.18,3.3,14.16,
75723,244,17,2024-10-22,471.74,6.9,3.99,,16.15,Revisar valor
75727,48,12,2024-10-22,1653.68,7.5,4.97,3.02,17.87,Revisar valor
75729,206,1,2024-10-22,3560.4,8.2,3.44,3.93,18.46,
75732,21,17,2024-10-22,1675.57,4.4,5.15,3.52,,Revisar valor
75733,156,19,2024-10-22,4790.72,7.7,3.59,3.39,15.46,Digitado manual
75735,64,14,22/10/2024,4122.36,4.4,4.31,3.88,16.89,Digitado manual
75738,27,20,22/10/2024,610.12,5.3,3.77,3.0,15.2,Revisar valor
75740,7,18,2024-10-22,3665.04,4.8,4.24,2.8,16.46,
75742,99,19,2024-10-22,2854.02,7.5,5.18,3.58,15.79,Revisar valor
75746,57,19,22/10/2024,3877.66,9.6,5.05,3.07,15.51,Digitado manual
75747,142,6,2024-10-22,2491.15,5.9,3.38,3.98,15.92,
75748,46,2,22/10/2024,4197.3,5.5,4.28,3.72,17.57,Revisar valor
75753,173,10,22/10/2024,4059.26,7.1,3.13,3.33,15.76,Revisar valor
75754,128,3,22/10/2024,411.63,7.5,5.43,3.15,18.96,Revisar valor
75756,187,2,2024-10-22,3842.92,9.1,5.11,,14.39,
75761,138,5,2024-10-22,4206.45,6.8,5.42,3.71,14.99,
75762,202,14,22/10/2024,3810.4,4.9,3.89,3.14,14.62,
75764,25,20,2024-10-22,916.37,4.0,4.07,3.14,14.7,Digitado manual
75772,170,11,22/10/2024,2600.26,8.2,,3.28,18.35,Digitado manual
75774,222,7,22/10/2024,2390.79,2.2,4.16,2.84,14.67,Digitado manual
75777,33,16,22/10/2024,820.59,9.9,5.39,3.76,18.76,Revisar valor
75778,241,4,2024-10-22,3041.45,2.8,5.0,3.34,,Revisar valor
75779,239,4,22/10/2024,4657.33,,3.33,3.59,18.73,Revisar valor
75781,13,5,2024-10-22,3195.19,4.4,4.28,3.53,14.52,
75793,122,4,2024-10-22,1784.21,3.5,3.66,3.38,14.64,
75796,23,6,2024-10-22,772.11,4.2,4.97,3.96,19.28,
75797,61,7,22/10/2024,2552.7,7.3,3.33,3.95,19.07,Digitado manual
75798,129,15,2024-10-22,2358.17,,4.93,3.19,19.2,
75808,22,2,2024-10-22,3101.13,8.4,3.76,3.08,15.12,Digitado manual
75811,14,20,22/10/2024,4965.52,,5.1,3.43,15.06,Revisar valor
75814,137,13,22/10/2024,4794.67,5.2,4.75,,14.8,Digitado manual
75819,180,14,23/10/2024,1191.51,9.0,3.64,3.32,16.85,Revisar valor
75821,124,7,2024-10-23,1152.33,3.9,4.52,3.54,15.69,Digitado manual
75823,228,9,23/10/2024,2873.34,3.3,4.68,3.08,,
75825,38,19,2024-10-23,3819.54,2.5,3.95,,15.48,
75830,149,6,23/10/2024,2351.81,6.8,4.17,3.23,15.74,Digitado manual
75834,202,17,2024-10-23,3163.26,6.9,3.83,2.83,14.03,Revisar valor
75836,204,12,2024-10-23,3028.08,8.3,3.1,3.88,,
75844,215,3,23/10/2024,874.54,2.6,4.21,3.79,19.98,
75847,175,19,23/10/2024,4662.08,,5.32,2.87,,
75848,243,3,2024-10-23,4197.84,,4.21,3.1,,Digitado manual
75853,201,8,23/10/2024,3251.45,2.9,3.23,2.92,19.71,Digitado manual
75854,200,5,23/10/2024,3203.32,2.6,5.14,3.89,19.4,Revisar valor
75859,146,11,23/10/2024,2524.51,7.6,4.12,3.11,19.1,Revisar valor
75868,117,10,2024-10-23,4940.16,,5.48,3.47,19.96,Revisar valor
75869,136,15,2024-10-23,4389.95,,3.63,3.27,14.72,Digitado manual
75876,16,10,2024-10-23,1561.68,7.5,5.45,3.28,14.08,Digitado manual
75881,237,6,23/10/2024,3153.88,,4.6,3.49,14.25,
75882,188,10,23/10/2024,1502.43,6.0,5.38,3.34,18.52,Digitado manual
75883,162,8,23/10/2024,1671.3,8.1,5.07,3.46,19.68,Revisar valor
75884,173,2,23/10/2024,2578.87,4.2,4.21,3.82,17.27,Digitado manual
75889,75,4,2024-10-23,2685.98,8.1,3.87,3.19,16.08,Revisar valor
75892,25,18,2024-10-23,4609.9,7.5,4.43,3.43,15.68,
75901,102,1,23/10/2024,4663.55,2.7,3.53,2.83,18.91,Revisar valor
75903,33,11,23/10/2024,4093.38,,3.59,3.03,18.46,
75906,163,4,23/10/2024,1203.66,7.0,4.25,3.58,15.35,
75909,8,20,2024-10-23,3797.7,7.7,3.43,3.38,15.02,Revisar valor
75911,57,2,2024-10-23,3752.29,10.0,3.75,3.81,,Digitado manual
75912,122,6,2024-10-23,4997.03,8.4,3.54,3.34,17.52,Digitado manual
75917,155,14,23/10/2024,1554.22,7.0,4.81,2.88,18.71,Digitado manual
75918,216,15,23/10/2024,714.36,,4.64,3.09,17.06,
75919,176,14,23/10/2024,2484.86,9.8,3.07,3.8,19.9,Digitado manual
75922,125,13,2024-10-23,496.4,2.0,5.35,3.13,19.47,Digitado manual
75925,11,12,23/10/2024,1260.87,5.5,4.86,3.62,19.11,
75930,44,2,2024-10-23,4420.57,6.1,3.58,3.19,15.53,
75934,166,16,2024-10-23,1894.01,5.6,3.71,2.86,,Revisar valor
75937,4,12,2024-10-23,1188.05,4.6,3.52,2.81,15.49,Digitado manual
75944,69,15,23/10/2024,4982.86,8.6,3.73,3.88,19.82,
75946,93,12,2024-10-23,3749.04,2.9,4.79,3.16,15.62,
75951,152,6,2024-10-23,4863.34,4.8,,3.35,19.98,
75954,215,2,2024-10-24,3963.5,4.0,3.89,3.5,17.36,
75956,206,3,2024-10-24,3310.16,5.9,3.52,3.79,14.99,Digitado manual
75959,25,10,2024-10-24,832.38,2.2,4.95,3.15,14.34,Digitado manual
75960,43,18,24/10/2024,4368.45,2.1,3.23,2.97,17.2,Revisar valor
75965,128,16,2024-10-24,2912.6,7.4,3.89,3.78,18.21,Digitado manual
75967,243,6,24/10/2024,3877.95,,4.46,3.81,,Digitado manual
75971,213,3,2024-10-24,3470.37,,4.65,,18.91,Digitado manual
75973,136,5,2024-10-24,860.11,3.9,,2.98,15.01,Revisar valor
75976,142,8,24/10/2024,1651.42,9.5,3.95,3.24,18.17,Revisar valor
75977,235,2,24/10/2024,934.72,,3.2,3.1,14.08,
75978,12,10,2024-10-24,2333.81,7.3,4.25,,14.51,Digitado manual
75979,114,20,2024-10-24,1266.96,8.5,5.01,3.76,14.08,Digitado manual
75980,186,20,24/10/2024,3041.02,3.9,4.97,3.0,15.48,
75981,162,11,24/10/2024,2017.13,2.8,3.58,,17.42,Revisar valor
75985,10,10,24/10/2024,3384.88,4.5,4.41,2.87,17.88,
75988,197,19,24/10/2024,450.44,9.1,4.65,3.47,19.64,
75989,122,15,24/10/2024,221.56,3.2,4.29,3.28,17.98,Revisar valor
75991,113,5,24/10/2024,3192.08,2.1,4.73,,19.8,Revisar valor
75992,191,20,2024-10-24,1268.1,8.3,5.33,3.35,16.61,
75997,132,10,24/10/2024,3579.26,,5.0,3.38,19.42,Revisar valor
75998,31,4,2024-10-24,4928.64,,4.92,3.46,18.41,Revisar valor
76000,171,8,2024-10-24,3513.9,2.0,5.5,3.4,14.53,Revisar valor
76001,241,6,2024-10-24,4031.98,9.6,3.33,3.07,14.31,
76003,165,19,2024-10-24,1680.88,3.8,4.88,3.93,16.23,Digitado manual
76008,101,7,2024-10-24,3241.34,4.4,4.2,3.93,14.8,Revisar valor
76013,118,5,2024-10-24,4351.42,9.8,5.09,3.94,19.39,Digitado manual
76014,27,1,24/10/2024,666.33,5.1,5.32,3.81,15.18,Revisar valor
76015,112,12,24/10/2024,2979.48,,4.2,3.56,19.11,
76016,199,3,24/10/2024,3203.01,8.0,3.7,3.98,17.19,Digitado manual
76017,201,15,24/10/2024,2170.6,4.5,3.18,3.65,15.03,Revisar valor
76018,111,6,2024-10-24,2084.27,8.4,3.8,2.81,16.71,Digitado manual
76022,96,3,24/10/2024,2943.58,2.5,3.06,3.21,14.21,
76025,216,9,2024-10-24,4050.89,3.2,5.0,3.62,14.01,Revisar valor
76030,34,5,2024-10-24,3162.36,7.3,3.21,3.33,15.18,Digitado manual
76031,99,5,24/10/2024,4801.66,5.9,3.99,3.32,18.86,Digitado manual
76033,223,19,2024-10-24,4412.74,9.7,4.31,3.34,15.98,Revisar valor
76034,232,1,2024-10-24,1951.86,5.0,4.1,3.67,18.16,
76039,156,3,24/10/2024,4558.16,4.7,3.63,,17.62,
76040,49,17,2024-10-24,1737.29,3.7,3.11,2.93,16.96,
76045,50,2,2024-10-24,849.74,2.8,4.5,3.33,,Digitado manual
76046,242,14,2024-10-24,4044.37,2.8,5.29,3.71,16.73,
76047,71,15,24/10/2024,1084.99,9.3,4.3,3.12,18.29,
76050,195,14,24/10/2024,4336.17,7.7,3.85,2.9,18.84,Revisar valor
76056,102,13,25/10/2024,4974.43,5.1,3.74,3.01,19.49,Digitado manual
76057,214,7,25/10/2024,3645.48,2.7,4.57,3.03,17.51,
76061,89,8,25/10/2024,1175.47,3.4,3.57,3.43,16.5,
76066,133,4,2024-10-25,4330.35,2.5,4.33,3.87,18.18,Digitado manual
76071,66,9,25/10/2024,1455.25,5.6,3.04,3.24,14.11,Digitado manual
76073,227,9,25/10/2024,4317.25,,3.05,3.96,16.98,
76078,34,1,25/10/2024,4058.0,7.2,3.42,3.49,18.99,
76079,223,17,25/10/2024,2694.48,,4.34,3.6,,Revisar valor
76080,130,15,25/10/2024,2769.0,2.7,3.14,3.15,19.7,Revisar valor
76082,94,12,2024-10-25,1710.5,7.1,4.69,3.83,,Revisar valor
76086,42,10,25/10/2024,3049.95,,3.73,3.8,16.68,
76088,63,14,25/10/2024,1818.79,9.2,3.93,3.3,18.17,
76091,132,10,2024-10-25,779.73,3.9,3.71,3.55,14.36,Digitado manual
76097,165,12,2024-10-25,1992.06,,3.91,2.92,14.21,Revisar valor
76098,157,1,25/10/2024,3316.54,2.7,4.81,3.09,,Revisar valor
76103,171,1,2024-10-25,2860.95,3.7,3.16,3.58,18.44,
76106,170,16,2024-10-25,3324.57,5.7,3.24,3.95,14.46,Digitado manual
76108,200,14,2024-10-25,2927.33,2.9,3.46,3.68,,
76109,124,16,25/10/2024,1539.8,7.2,4.98,3.52,16.34,
76110,37,6,25/10/2024,1771.81,2.6,5.3,3.19,18.43,
76111,231,18,2024-10-25,1598.38,9.5,4.39,3.69,18.76,
76113,229,17,25/10/2024,1261.06,,4.08,3.14,17.63,Revisar valor
76115,230,18,2024-10-25,266.16,9.2,3.87,3.54,14.78,Digitado manual
76119,74,3,2024-10-25,920.76,8.9,5.43,3.19,15.84,Revisar valor
76123,177,14,25/10/2024,3269.34,8.7,3.15,2.95,15.35,
76124,127,13,2024-10-25,4884.09,2.9,4.37,3.63,15.24,Revisar valor
76125,164,13,2024-10-25,2501.17,8.6,3.08,3.1,17.46,
76131,84,6,25/10/2024,880.03,5.2,,3.58,,Digitado manual
76135,242,16,25/10/2024,2986.24,3.4,3.65,2.91,14.7,Digitado manual
76136,44,17,25/10/2024,4260.84,6.2,3.82,3.02,14.46,
76138,28,3,25/10/2024,325.24,3.7,4.02,3.14,15.88,Digitado manual
76141,58,7,25/10/2024,4710.18,6.5,4.0,3.58,15.58,Revisar valor
76142,145,14,25/10/2024,2773.42,6.5,3.36,3.15,14.38,
76145,175,1,25/10/2024,936.85,,4.99,3.18,18.6,Digitado manual
76150,190,6,25/10/2024,434.05,2.6,4.46,3.13,16.54,Revisar valor
76158,201,17,25/10/2024,1517.75,,3.38,3.85,17.25,Digitado manual
76162,120,17,25/10/2024,4133.94,9.5,3.62,3.95,18.95,Revisar valor
76163,159,2,25/10/2024,1739.44,3.8,4.39,3.15,19.41,Digitado manual
76165,182,3,25/10/2024,4020.63,9.2,3.84,2.96,15.89,
76167,1,12,25/10/2024,3373.4,5.0,4.5,3.94,18.61,
76172,113,9,2024-10-25,-1301.27,,4.58,,15.87,Revisar valor
76173,244,15,25/10/2024,2012.51,2.1,4.23,,16.98,Digitado manual
76175,96,8,2024-10-25,722.65,4.7,5.12,,14.09,
76176,226,1,2024-10-25,1939.0,4.0,4.27,3.64,18.76,
76179,59,4,2024-10-26,901.47,3.7,4.39,3.08,19.57,Digitado manual
76181,9,19,26/10/2024,4169.26,3.2,3.16,3.6,14.52,
76185,49,17,26/10/2024,1705.98,8.1,3.72,2.99,14.94,
76198,31,2,2024-10-26,3883.61,7.1,3.61,,17.02,Digitado manual
76202,200,6,26/10/2024,2193.04,2.9,5.43,2.89,16.73,
76203,38,6,2024-10-26,3713.35,8.7,4.39,2.81,17.19,Digitado manual
76205,99,12,26/10/2024,288.1,5.1,3.67,3.62,,
76206,176,4,2024-10-26,1493.35,4.9,4.59,3.63,14.33,Revisar valor
76208,171,15,26/10/2024,4099.21,5.1,3.98,3.68,19.58,Digitado manual
76210,238,9,2024-10-26,3866.76,9.5,5.18,3.6,15.72,
76213,187,17,26/10/2024,1973.82,3.8,3.41,3.58,18.93,Digitado manual
76214,166,11,26/10/2024,3834.44,9.2,4.75,3.75,14.11,Revisar valor
76216,113,5,26/10/2024,1775.69,2.7,3.92,3.63,17.47,
76219,191,15,2024-10-26,3094.47,9.1,5.49,2.89,14.17,
76221,134,19,2024-10-26,1011.86,8.8,3.86,2.86,18.76,Revisar valor
76222,158,9,2024-10-26,2370.82,6.8,5.21,,18.65,Revisar valor
76223,101,12,26/10/2024,2647.62,2.6,3.33,3.13,15.17,
76224,100,10,26/10/2024,3416.45,4.7,3.05,3.63,15.63,Digitado manual
76229,85,10,2024-10-26,1422.05,3.3,4.65,2.98,14.33,Digitado manual
76234,157,9,26/10/2024,1560.03,4.0,5.46,3.96,18.43,Revisar valor
76235,151,1,26/10/2024,4885.73,2.8,4.71,3.12,17.07,Digitado manual
76247,120,15,2024-10-26,2938.82,,5.09,3.96,17.93,Digitado manual
76255,142,14,26/10/2024,1260.35,9.0,4.99,,15.44,
76258,179,6,26/10/2024,1803.42,,3.05,2.95,14.43,
76268,172,1,27/10/2024,4191.78,8.7,3.39,3.8,17.31,Revisar valor
76270,105,17,27/10/2024,468.34,2.9,4.18,3.15,18.4,Digitado manual
76277,15,15,2024-10-27,4427.99,6.9,3.35,3.13,19.41,
76279,38,18,27/10/2024,1256.24,8.5,4.47,3.34,18.95,Digitado manual
76282,96,3,2024-10-27,634.49,6.4,,2.8,14.62,Revisar valor
76283,127,15,2024-10-27,4192.42,6.8,3.74,3.75,19.11,Revisar valor
76290,75,9,27/10/2024,4392.45,6.6,,2.87,14.55,Revisar valor
76291,37,3,2024-10-27,3806.34,5.2,3.75,3.25,15.31,
